OBJECTID,the_geom,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_Altern,DesDate,LandmarkTy,URL_REPORT
1345,"MULTIPOLYGON (((-73.96739848387101 40.714805157640534, -73.96732648791543 40.714786152669184, -73.9672229196958 40.71475881254868, -73.96715809715447 40.714741700585876, -73.96711890189808 40.71473135333914, -73.96700999587739 40.71470260400442, -73.96691949534603 40.714678713608, -73.96708214996444 40.71432197619234, -73.96721491770269 40.71403078358573, -73.96722008404427 40.71403214752932, -73.96727583700098 40.71404686602589, -73.96737556073293 40.7140731910374, -73.96738435275468 40.714075512343165, -73.96746405133716 40.71409655100923, -73.96754848796456 40.71411884086428, -73.9676939021314 40.714157227300525, -73.96756447008711 40.71444110654763, -73.9675794047849 40.71444504958719, -73.96759698894171 40.71444969126618, -73.96755743764416 40.714536436203744, -73.96754245914389 40.7145324823429, -73.9675249187519 40.71452785237467, -73.96749599446294 40.71459128967453, -73.96739848387101 40.714805157640534)))",BK,2414,1,Kent Avenue between South 2nd and South 3rd Streets,3024140001,"Havemeyers & Elder Filter, Pan and Finishing House",LP-02268,"Borough of Brooklyn Tax Map Block 2414, Lot 1, in part, consisting of the land beneath the building (including the chimney).",later known as the American Sugar Refining Company and the Domino Sugar Refinery,09/25/2007 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2268.pdf
1346,"MULTIPOLYGON (((-73.81595551226424 40.76462945610936, -73.81630390813449 40.764536725113075, -73.81637060667114 40.76468242705706, -73.81628397638958 40.76470548508184, -73.81633704279668 40.764820743508416, -73.81608105538928 40.76488887805516, -73.81595551226424 40.76462945610936)))",QN,5017,31,149-19 38th Avenue,4050170031,"Voelker Orth Museum, Bird Sanctuary and Victorian Garden",LP-02272,"Borough of Queens Tax Map Block 5017, Lot 31 in part, consisting of that portion of the lot bounded by a line beginning at the southeasterly corner, extending northerly along the eastern property line, westerly along part of the northern property line to",,10/30/2007 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2272.pdf
1356,"MULTIPOLYGON (((-73.98164042346558 40.76651896315541, -73.98161769358107 40.766660902344036, -73.98133367328322 40.76654160476064, -73.98126392989892 40.766512310856974, -73.98118508554234 40.76647924861758, -73.98126945087792 40.76636314239522, -73.98164042346558 40.76651896315541)))",MN,1029,14,1780 Broadway,1010290014,B. F. Goodrich Company Building,LP-02380,"Borough of Manhattan Tax Map Block 1029, Lot 14, in part, consisting of the land beneath 1780-82 Broadway",,11/10/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2380.pdf
1357,"MULTIPOLYGON (((-74.0925006116769 40.64396585290343, -74.0923180442339 40.64335564066648, -74.0922399445893 40.643094597037766, -74.09266398909122 40.64298517629726, -74.09272664957099 40.64296900740439, -74.09293014760381 40.64291649418201, -74.09298876706643 40.64310468672989, -74.0930351718117 40.64325441266395, -74.09334553548948 40.64318098770805, -74.09350399313067 40.64371510339956, -74.0925006116769 40.64396585290343)))",SI,66,0,76 Franklin Avenue,0,Christ Church Complex,LP-02383,"Borough of Staten Island, Tax Map Block 66, Lot 158 and Lot 178.",,08/10/2010 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2383.pdf
1358,"MULTIPOLYGON (((-73.76671903883566 40.76209833561778, -73.7667590535555 40.76224106694138, -73.76677132036919 40.76228482312402, -73.76679411584004 40.762366135573586, -73.76680811270188 40.7624160673321, -73.76663883148687 40.76244418600139, -73.76666818193155 40.76254888082244, -73.76667646000617 40.762578409920934, -73.76632026214554 40.76263757712677, -73.76619348097226 40.762185324542436, -73.76671903883566 40.76209833561778)))",QN,6306,15,215-37 to 215-43 43rd Avenue and 42-22 to 42-38 216th Street,4063060015,Hawthorne Court Apartments,LP-02461,"Borough of Queens Tax Map Block 6306, Lot 15",,11/25/2014 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2461.pdf
1359,"MULTIPOLYGON (((-73.96116688678904 40.693909041163415, -73.96112533963618 40.693722222943265, -73.96127222845296 40.69370532121194, -73.96127485518775 40.69371712781985, -73.9612991956579 40.69371432730783, -73.96137438345386 40.693705697737734, -73.9614090415233 40.69388116709605, -73.96133385825175 40.693889821904584, -73.96116688678904 40.693909041163415)))",BK,1909,0,580 and 582-584 Myrtle Avenue,0,M. H. Renken Dairy Company Office Building and Engine Room Building,LP-02519,Too long,,06/16/2015 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2519.pdf
1360,"MULTIPOLYGON (((-73.9691128196573 40.69394936230514, -73.96954173852237 40.69389957560151, -73.96956858230247 40.69403386537521, -73.96913966022728 40.69408365217741, -73.9691128196573 40.69394936230514)))",BK,1887,82,128 Clinton Avenue,3018870082,Henry and Susan McDonald House,LP-02543,"Borough of Brooklyn Tax Map Block 1887, Lot 82",,06/16/2015 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2543.pdf
1361,"MULTIPOLYGON (((-73.90538379676583 40.66458675300449, -73.9050299682932 40.66463916236733, -73.90495857383345 40.664350541882314, -73.90529471038289 40.66430075218554, -73.90531240083241 40.66429813183679, -73.90538379676583 40.66458675300449)))",BK,3794,18,581 Stone Avenue,3037940018,"Brooklyn Public Library, Stone Avenue Branch",LP-02568,"Borough of Brooklyn Tax Map Block 3794, Lot 18",,04/14/2015 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2568.pdf
1362,"MULTIPOLYGON (((-74.00219701314768 40.73377345262481, -74.00224944653837 40.733977625595834, -74.00224962536531 40.73397970216385, -74.00216266708142 40.733992369474784, -74.00217709359414 40.73404321008348, -74.00208914790672 40.73405588636257, -74.00208754720329 40.734050244709046, -74.00201660387378 40.733800262248344, -74.00219701314768 40.73377345262481)))",MN,610,1,51-53 Christopher Street,1006100001,Stonewall Inn,LP-02574,"Borough of Manhattan, Tax Map Block 610, Lot 1 in part consisting of the land on which the buildings at 51-53 Christopher Street are situated",,06/23/2015 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2574.pdf
1363,"MULTIPOLYGON (((-74.0996162256357 40.5934018344361, -74.09950355260756 40.59333744557307, -74.09953512619231 40.59330511555264, -74.09964115366802 40.59319654570971, -74.09987923829985 40.5929527546254, -74.09991010049448 40.59296867246487, -74.10007232439075 40.59305233942145, -74.10035983662137 40.5932006237192, -74.1003367251411 40.59323440632696, -74.10031528945687 40.59326472225282, -74.10029232803087 40.59329619217619, -74.10027055474933 40.59332513599037, -74.10024876136205 40.59335329005885, -74.10022062590188 40.59338492387391, -74.10018819178164 40.59341985554467, -74.10016142423288 40.593447543859696, -74.10013042872603 40.59347841289926, -74.10009418421522 40.593513006564855, -74.10005892959465 40.593545216571975, -74.10002474542122 40.593575190537244, -74.09999040964681 40.59360413532588, -74.09997978705927 40.5936127823892, -74.0996162256357 40.5934018344361)))",SI,3299,10,1476 Richmond Road,5032990010,Pierre Billiou House,LP-00380,"Borough of Richmond Tax Map Block 3299, Lot 10.",also known as the Billiou-Stillwell-Perine House,02/28/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0380.pdf
1364,"MULTIPOLYGON (((-74.00889600539259 40.71008560888717, -74.00897002126524 40.71000049585676, -74.00940172804393 40.710301105077534, -74.0093824642322 40.710323257415965, -74.00935903077773 40.71035020441016, -74.00891842462597 40.71012833369351, -74.00893743651118 40.710106472316745, -74.00889600539259 40.71008560888717)))",MN,79,15,11 John Street,1000790015,Corbin Building,LP-02569,"Borough of Manhattan Tax Map Block 79, Lot 15 in part, consisting of the land underneath the described building.",,06/23/2015 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2569.pdf
1365,"MULTIPOLYGON (((-73.93649876544924 40.74991678067548, -73.93635524695055 40.750174990055214, -73.93618643947289 40.75012535260842, -73.93634844121739 40.74983612220784, -73.93635849538198 40.74984113007547, -73.9363856217071 40.74985505878178, -73.93643213341859 40.749879707902195, -73.93649876544924 40.74991678067548)))",QN,403,9,29-27 Queens Plaza North,4004030009,"Bank of the Manhattan Company Building, Long Island City",LP-02570,"Borough of Queens Tax Map Block 403, Lot 9.",,05/12/2015 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2570.pdf
1366,"MULTIPOLYGON (((-73.8242159421277 40.76352831107229, -73.8242539660973 40.763608918444255, -73.82416171822946 40.763634075601274, -73.82416467204854 40.76364033682519, -73.82418208167628 40.76367724541904, -73.8241016098801 40.763699190383605, -73.82408138191495 40.76365630982099, -73.82409876529502 40.763651569985214, -73.82409731312394 40.763648490739065, -73.82406060487098 40.763570672391005, -73.8242159421277 40.76352831107229)))",QN,5012,60,143-35 37th Avenue,4050120060,Kingsland Homestead,LP-00005,"Proposed Site: Borough of Queens Tax Map Block 5012, Lot 60 in part, consisting of the land on which the described building is situated.",,10/14/1965 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0005.pdf
1367,"MULTIPOLYGON (((-73.930733178958 40.84816084909592, -73.93068921831538 40.84814254449927, -73.93067738014334 40.848136671579276, -73.93066479743082 40.848131770742185, -73.93066357998669 40.84813136208745, -73.93063840546029 40.848120059282806, -73.93063494320799 40.84811850475231, -73.93062871328767 40.848115707679035, -73.93062230201726 40.848112829452056, -73.93061582081505 40.84810991966544, -73.93060929101601 40.8481069882374, -73.93060272684484 40.84810404057944, -73.93059612237312 40.8481010757875, -73.93058961865236 40.848098156080425, -73.9305836151272 40.848095460896566, -73.93057715170765 40.84809255922291, -73.93056999376091 40.84808929243146, -73.93048726128309 40.84805220265892, -73.93048458962896 40.848051003394225, -73.93044885182337 40.848034957592596, -73.93044880915254 40.84803493865657, -73.93044263614233 40.848032166821255, -73.9304292245439 40.84802614524618, -73.9303939220659 40.84801000964078, -73.93038206923642 40.84800459233057, -73.93037085646188 40.847999467164954, -73.9303608313422 40.84799488481161, -73.93035186230978 40.84799078575887, -73.9303438166124 40.84798710959385, -73.93033645364133 40.84798374270938, -73.93033063390646 40.84798108274249, -73.93020810666955 40.84792507910117, -73.93015051749298 40.847898757073594, -73.93004407002952 40.84785010290523, -73.93003504059303 40.84784597047288, -73.92998627241326 40.84782364829643, -73.92989576482691 40.84778222110975, -73.92982750610909 40.84775097754842, -73.92981840439812 40.84774681173684, -73.92981618031153 40.847745157980306, -73.92981344219568 40.847744033400446, -73.92946232139782 40.84758779362582, -73.92944871398377 40.84758096497529, -73.9294413727843 40.847577281073455, -73.92943987823297 40.847576530949624, -73.92943984504758 40.847576513819945, -73.9294338689133 40.847573796980896, -73.92943057504594 40.84757230014858, -73.9294261776926 40.847570301066874, -73.92940688623192 40.847561532875226, -73.92937828092627 40.847548531167035, -73.92935199401914 40.8475365826467, -73.92932585883543 40.84752470355124, -73.9293040925609 40.84751481001154, -73.92928307301129 40.847505256411154, -73.92927666900741 40.84750234569573, -73.92926155091861 40.84749547017169, -73.92923952509652 40.84748545219265, -73.92921753246827 40.847475449538166, -73.92919578993803 40.847465560494996, -73.92916715983337 40.84745253890816, -73.92914557969844 40.847442724696066, -73.92912165393078 40.847431842855705, -73.92911143457418 40.84742719543837, -73.92909740933484 40.8474208158351, -73.92907199607588 40.847409257700846, -73.92905750621925 40.84740266799229, -73.92904596172878 40.84739743443417, -73.92902052592888 40.84738590238891, -73.92900300770823 40.84737796007144, -73.92899191007191 40.847372928493186, -73.9289795785763 40.84736733784894, -73.92896650866366 40.8473614117655, -73.92895650977239 40.847356878832706, -73.9289529196066 40.84735525123282, -73.92893902001366 40.84734894912992, -73.92892491181605 40.84734255324558, -73.92891326304385 40.847337271883745, -73.92889990986372 40.847331218648755, -73.92888596287045 40.84732489489837, -73.92887163896573 40.84731840072085, -73.92885706497357 40.84731179292526, -73.92884096436474 40.84730449440895, -73.9288240269655 40.84729681536621, -73.92881026014996 40.84729057006069, -73.92881015821717 40.847290524072676, -73.92880724839415 40.84728920935896, -73.92880408018232 40.847287779222654, -73.92880126872419 40.847286520400054, -73.92879011649858 40.847281555405004, -73.92876991946589 40.84727256322512, -73.92875265005858 40.847264874961965, -73.92873680772136 40.84725782242499, -73.92872149757395 40.84725100704416, -73.92870843707412 40.84724519259821, -73.92869571319366 40.84723952784054, -73.92868285893425 40.8472338062699, -73.92867001534577 40.84722808830636, -73.92865718242619 40.84722237575095, -73.9286443649179 40.84721666950708, -73.9286308706228 40.847210662078595, -73.9286214655102 40.84720647437252, -73.92861751263635 40.84720471506582, -73.92860542526016 40.84719933434717, -73.92859814296665 40.84719609256962, -73.92859551996634 40.84719492480829, -73.92853217092232 40.847166721777, -73.9285192455759 40.84716096772623, -73.92845106781891 40.84713061578444, -73.9284460020183 40.8471283334959, -73.92843779883606 40.847124637288736, -73.92843522919325 40.84712347946234, -73.92842959921029 40.84712094288419, -73.92842772768543 40.847120099762606, -73.92842583008489 40.847119244918396, -73.92842392537324 40.847118386467734, -73.92842203488489 40.847117534329364, -73.92842026410759 40.847116736294794, -73.92842014202587 40.84711668128897, -73.92841826339013 40.84711583456085, -73.92841639779179 40.84711499414418, -73.92841451441471 40.84711414561205, -73.92841266185486 40.847113310606446, -73.92841078321835 40.84711246477868, -73.92840958373569 40.84711192463929, -73.92839512476067 40.84710540960715, -73.92824848348496 40.84703933670575, -73.92807370575447 40.84696058695366, -73.92800998924368 40.84693156845932, -73.92777809731366 40.846825956928726, -73.92777595083894 40.84682497945096, -73.9277434337115 40.84681017029909, -73.92770644214129 40.846793479906594, -73.92764404246613 40.8467653247062, -73.9273564264811 40.84663554866071, -73.92732991026276 40.84662358602547, -73.927209176964 40.846569117453356, -73.92720510092647 40.84656727877696, -73.92719858803864 40.84656433996161, -73.92719180728639 40.84656128121132, -73.92718955177739 40.84656026313165, -73.92718474207814 40.84655809351063, -73.92714478057853 40.84654006563196, -73.92710202194175 40.84652077438167, -73.92710205874275 40.846520737484745, -73.92710381927743 40.84651895021916, -73.92705829386342 40.846500993535045, -73.92697281339747 40.84646248211636, -73.92696659920884 40.846459678550794, -73.9269572773345 40.84645547275125, -73.92695106314717 40.84645266918489, -73.926937507616 40.84644655345945, -73.92684013471747 40.846402623349164, -73.926836230569 40.846400853206084, -73.9268247125024 40.84639563114769, -73.92679795119884 40.846383497140486, -73.92672159519233 40.84634887695001, -73.92667705432369 40.846328682115676, -73.92655023033417 40.84627117972176, -73.926543187724 40.84626798659306, -73.92653611903843 40.846264782641384, -73.92652909894917 40.84626159943151, -73.9265246247253 40.84625956957288, -73.9265221191595 40.84625843335628, -73.92651512988695 40.84625526457308, -73.92650815483793 40.84625210210201, -73.92649368324382 40.846245539996644, -73.92649140524158 40.84624450748101, -73.92648071925602 40.84623966322472, -73.92640378757858 40.8462047660047, -73.92639545665115 40.84620098312276, -73.92639542346518 40.84620096779322, -73.92634258153458 40.84617697555771, -73.92628663436476 40.84615157294321, -73.92627342152703 40.84614557442235, -73.92627347373586 40.846145544739464, -73.9261326708857 40.84608161423758, -73.926127742691 40.84607942918803, -73.92611836643255 40.84607517195746, -73.92609384546543 40.84606403876775, -73.92608446802647 40.846059780633134, -73.9260729038622 40.84605453055449, -73.92607291577337 40.84605448283601, -73.9259603309001 40.84600337070604, -73.92595180913419 40.84599956335616, -73.92593068383974 40.845989992865036, -73.925922868525 40.84598645251239, -73.92590368936463 40.84597776214687, -73.9258988975366 40.84597559248346, -73.92589321679868 40.84597301882813, -73.92581898448151 40.8459393341128, -73.92581364266103 40.84593696778475, -73.9258032281836 40.84593225060947, -73.92577984628535 40.84592165748041, -73.92575978417678 40.845912568505, -73.92575701788918 40.845911315039814, -73.92564502717346 40.84586057758789, -73.92561525703765 40.845847090626464, -73.92559227224427 40.84583667781377, -73.92557297938889 40.84582793689204, -73.92556970581535 40.84582647418078, -73.92555725865344 40.84582091100944, -73.92553865784144 40.845812598262576, -73.92541055255049 40.845755293691504, -73.92536729686633 40.84573601498095, -73.92535062444708 40.84572856342176, -73.92532917917109 40.84571898000596, -73.92531193430112 40.84571127323114, -73.92529641155163 40.845704335689256, -73.92528100140046 40.84569744864584, -73.92526501642406 40.84569030458751, -73.925258535677 40.845687408006036, -73.92524844356473 40.84568291611246, -73.92523005257715 40.84567472862003, -73.92521106424483 40.84566627599251, -73.92518634184829 40.84565527124874, -73.92516111811486 40.84564404285221, -73.9251384805261 40.84563396605774, -73.92511578723972 40.845623864008786, -73.9250955983148 40.845614877491116, -73.92509249305645 40.84561349501933, -73.92507814249637 40.84560710750971, -73.92506985548852 40.84560341821132, -73.92504783897931 40.84559361735314, -73.92502626219031 40.84558401218346, -73.92500588247134 40.84557493997916, -73.92500234698352 40.8455733672213, -73.92498672408583 40.845565914490614, -73.92496783960627 40.84555690718691, -73.92496344974177 40.84555481338729, -73.92494946795253 40.84554846122068, -73.92493199812697 40.84554052461677, -73.92490414123074 40.845527868970215, -73.92488283493067 40.845518190109246, -73.92487764969236 40.84551583374506, -73.92485969157256 40.84550768429584, -73.92483312892342 40.845495630103756, -73.92472488018464 40.84544650517379, -73.92469078566882 40.84543103316598, -73.92465760969483 40.84541597777566, -73.92463707738654 40.84540666047217, -73.92462423699365 40.845400833098395, -73.9246027861704 40.84539109826047, -73.92458202158072 40.84538167453719, -73.92456308219363 40.84537307955659, -73.92454456355462 40.84536467575261, -73.92452594654976 40.84535622685661, -73.92450752155044 40.845347865431044, -73.92450185040636 40.84534529171309, -73.92448810929108 40.84533905581134, -73.92448121029 40.845335924784074, -73.92446075269882 40.84532664081622, -73.92444574106592 40.84531982866249, -73.92441619425685 40.84530641987918, -73.92431365162966 40.845259887216706, -73.92436621998782 40.845185297861974, -73.92437430762365 40.84517444322187, -73.92443164078705 40.84510158590624, -73.92453156286375 40.84514791864228, -73.92455835515797 40.84516015495441, -73.92457994094038 40.845170014157304, -73.92459536020759 40.845177056185854, -73.9246018787297 40.845180033873916, -73.92461650392562 40.845186714283, -73.92462248556133 40.845189445784506, -73.92463867402321 40.84519683950206, -73.92466093657092 40.8452070080009, -73.92468326431178 40.84521720535371, -73.92470550198459 40.84522736212121, -73.92472771359088 40.84523750626052, -73.9247500449076 40.845247705403644, -73.92476330242584 40.84525376086036, -73.92476762620261 40.84525555115852, -73.92479007476412 40.84526484447464, -73.92481352960618 40.84527455446991, -73.92483704016122 40.845284287909536, -73.92486048316509 40.84529399248458, -73.92488416559571 40.845303796264915, -73.92490777928839 40.845313572080386, -73.92493820698084 40.84532616906648, -73.92497003564901 40.84533934597264, -73.9249863991975 40.84534612021605, -73.92500259563145 40.84535282320953, -73.92500267267003 40.84535285747836, -73.9250244473283 40.84536253482093, -73.92504335141508 40.84537093699733, -73.9250544532715 40.8453758717071, -73.92506193664147 40.845379236307316, -73.92508051943702 40.84538759234376, -73.92509897423542 40.84539589066255, -73.9251174160007 40.84540418356695, -73.92513578191767 40.84541244220041, -73.92515416798777 40.84542070984899, -73.92517268680454 40.845429037913675, -73.92519145096361 40.845437475994636, -73.92521081128588 40.84544618190543, -73.92523189253163 40.84545566155113, -73.9252544090672 40.8454657868758, -73.92527528528444 40.84547517453043, -73.92529705989404 40.84548496618382, -73.92531909051534 40.845494872361435, -73.92533787723075 40.84550332033845, -73.92535540170564 40.845511200185236, -73.92537409479921 40.84551960577261, -73.92539384628796 40.84552848750164, -73.92541338444411 40.84553727363711, -73.92543297831 40.84554608501903, -73.92545195350151 40.84555461864604, -73.9254596229893 40.845558067086436, -73.92546104760793 40.84555871005828, -73.92548121035536 40.8455678054548, -73.92549205737532 40.84557269853499, -73.92550727662892 40.84557956381525, -73.92563217868694 40.84563590719099, -73.92565216725612 40.84564492320183, -73.92566133485794 40.84564905876971, -73.92567668926006 40.8456559853481, -73.92569162291603 40.8456627216495, -73.92570720962607 40.845669752830624, -73.92573837950057 40.8456838133833, -73.9257842140203 40.845704488477196, -73.92579542020384 40.84570954384847, -73.92589486902949 40.84575445591664, -73.92590557861963 40.84575929213841, -73.92590697006031 40.84575992067556, -73.92592300481809 40.84576716192996, -73.92594005175216 40.8457748603818, -73.9259569102407 40.84578247406379, -73.9259735091711 40.84578997051272, -73.9259898983231 40.84579737137237, -73.92600622584669 40.84580474517546, -73.92602181142945 40.84581178351709, -73.92603599609087 40.84581818881248, -73.92606132534088 40.845829627800136, -73.92617429904674 40.84588064733132, -73.92618535831696 40.84588564133698, -73.92619474761592 40.845889881461275, -73.92621960875977 40.84590110849869, -73.92622624716952 40.845904106882514, -73.92622899330787 40.84590535942304, -73.92623411105806 40.84590769317083, -73.92623465875873 40.845906754307265, -73.92636871819803 40.84596908651057, -73.92637568370832 40.84597226339207, -73.92637793443265 40.845973289589224, -73.92638340657196 40.845975785645166, -73.92639294163072 40.845980134805856, -73.92645898898806 40.84601025698768, -73.92647164710372 40.84601603001068, -73.92649925436653 40.84602862118326, -73.92650519586147 40.84603133094925, -73.92658142553151 40.84606609888555, -73.92659109573142 40.84607050934928, -73.92659551896848 40.84607252656607, -73.92660967996584 40.84607898490458, -73.92661706625181 40.84608235384407, -73.92662433401661 40.846085668678114, -73.92663152000263 40.846088945639046, -73.92663866213601 40.84609220276072, -73.9266455921155 40.84609536339439, -73.9266512290208 40.84609793428327, -73.92666025565501 40.84610205167187, -73.92677603045973 40.84615372704968, -73.92682064388707 40.84617363913781, -73.92687141464184 40.84619629981367, -73.92689604029503 40.84620729152673, -73.92693519696171 40.84622476878206, -73.92697094490522 40.84624072473503, -73.92698293239994 40.84624607494609, -73.92702722871445 40.846266554964, -73.92707790271713 40.846289983607434, -73.92708407770631 40.84629283847036, -73.92709334019108 40.84629712076413, -73.92709951518151 40.8462999756262, -73.92716008937768 40.84632798048941, -73.92716205213478 40.84632885790806, -73.92723164707955 40.84635996882506, -73.92728208620996 40.84638251654846, -73.92729948200456 40.846390293361104, -73.92731213801977 40.846395951027034, -73.92731968090185 40.84639932272147, -73.927337671697 40.84640736554855, -73.92755434977319 40.84650422553776, -73.92758246831545 40.84651701668027, -73.92764814347568 40.846546893910556, -73.92789966313953 40.8466613139888, -73.927901047501 40.846661944298305, -73.92794232710506 40.84668072194761, -73.92809780400697 40.84675124378067, -73.92835977829927 40.846870071874434, -73.92851191435837 40.846938438894675, -73.928525939523 40.84694474112736, -73.9285272030094 40.84694530831999, -73.92852915868585 40.84694618751183, -73.92853109776846 40.846947059489445, -73.92853306529751 40.846947944091504, -73.92853502453063 40.846948824185986, -73.92853696005787 40.84694969436029, -73.92853750409175 40.84694993873076, -73.92853891454969 40.846950572650755, -73.92854085718912 40.84695144553087, -73.92854277730841 40.846952308491595, -73.928544703354 40.84695317415746, -73.92854680837496 40.84695411917747, -73.92854684393245 40.84695413540834, -73.92855173075573 40.846956331134365, -73.92855266118377 40.846956749539196, -73.92855430158285 40.846957486257544, -73.92855757645387 40.84695895788948, -73.92856179597636 40.8469608542383, -73.92856375757998 40.8469617361347, -73.92856552124569 40.846962528759775, -73.92856706682404 40.846963223096076, -73.92863390244169 40.84699325716659, -73.92864587594201 40.846998638712506, -73.92864766094496 40.846999440354445, -73.92871122175745 40.84702800275059, -73.92871127746452 40.847028027998796, -73.92871935739305 40.84703165927497, -73.92873079635558 40.84703679914973, -73.92873626159914 40.84703925456712, -73.9287398351641 40.84704086055177, -73.92874975106685 40.84704531691052, -73.92875996565783 40.84704990672576, -73.92876582559568 40.84705253978252, -73.92877022762765 40.847054548797935, -73.92878050496361 40.84705923860475, -73.92879361861443 40.847065222368116, -73.92881010668644 40.84707274625364, -73.92882810833235 40.84708096084784, -73.92884247243552 40.84708751538886, -73.92885696217809 40.84709412763711, -73.92887153015094 40.847100775050926, -73.92890157875141 40.84711448736356, -73.92892398364707 40.8471247109537, -73.92893296433402 40.847128809224905, -73.9289446924471 40.847134160872216, -73.92895105371966 40.847137063475536, -73.92897259220717 40.84714689210687, -73.92898381659049 40.847152015615436, -73.92899156698992 40.84715555031686, -73.92899901396187 40.84715894885666, -73.92900642182127 40.847162329362064, -73.92901375738107 40.84716567650426, -73.92901666718836 40.84716700472019, -73.9290211391661 40.84716904528625, -73.92902904720674 40.84717265392254, -73.92903121030221 40.84717364129253, -73.92903687228014 40.84717622468655, -73.9290445764579 40.847179740445625, -73.9290521881865 40.84718321382418, -73.92906052766389 40.84718701993146, -73.92906868816958 40.84719074308282, -73.92907125425506 40.84719191349981, -73.92908396259955 40.84719771237986, -73.9291007197912 40.84720535885608, -73.92912407769597 40.84721601793067, -73.929130845528 40.84721910627526, -73.92914821198792 40.84722699895322, -73.92917084338872 40.8472372838678, -73.92918733276355 40.84724477798363, -73.92921027115939 40.8472552026552, -73.92923446712692 40.84726619900582, -73.92925713529715 40.8472765010353, -73.92928631413216 40.84728976156707, -73.92931214934634 40.84730150271291, -73.9293405803009 40.84731442328701, -73.92937034113409 40.847327948898716, -73.92940574266186 40.84734403805465, -73.92944030622361 40.84735974577886, -73.92946270184572 40.84736992423353, -73.92948268308555 40.847379004408204, -73.92950007214935 40.84738690695215, -73.92950212262615 40.847387873533116, -73.92950306371203 40.84738831715051, -73.92952385175738 40.84739811640401, -73.9295343933458 40.847403085457394, -73.92954154512803 40.84740645676689, -73.92954870876365 40.84740983348614, -73.92955488745926 40.84741274584988, -73.92955585106536 40.84741320028648, -73.92956289736256 40.847416522003186, -73.92956410157481 40.8474170891482, -73.92957001951793 40.84741987798445, -73.92957702196244 40.847423178962146, -73.92957741427962 40.847423363802584, -73.92958409560373 40.84742643675928, -73.92988562385501 40.847560228278645, -73.92992226805698 40.84757776242029, -73.92997746729716 40.84760417496302, -73.929978187926 40.84760452028903, -73.93004906328595 40.84763617687378, -73.9300849561414 40.84765220848664, -73.93012829617686 40.847671566515544, -73.93029678080198 40.847748591200585, -73.93031247862011 40.84775576590225, -73.93034639430168 40.84777113977999, -73.93039822674811 40.847794635193736, -73.93045528159527 40.847820498425406, -73.93045918829408 40.84782226934749, -73.9304645848963 40.84782471563622, -73.93047117033952 40.84782770113571, -73.93047919709062 40.84783133945984, -73.93048881093956 40.847835697332656, -73.93050025724138 40.8478408856621, -73.93051300735877 40.84784666549877, -73.93052595897818 40.8478525355046, -73.93053947953634 40.84785866429279, -73.93059700149718 40.84788473845052, -73.93060659047006 40.84788908549258, -73.93061742636736 40.84789399699202, -73.93063936700285 40.84790415693358, -73.93063961472477 40.84790427234557, -73.93071832537134 40.847944137613155, -73.93072023722489 40.84794160567662, -73.93072361526441 40.84794317005942, -73.93072716042806 40.84794481198484, -73.93073068188711 40.84794644218951, -73.93073417489906 40.847948059770125, -73.93073772124905 40.84794970169594, -73.93074121307644 40.84795131837509, -73.93074243746786 40.847951885519855, -73.93074478322345 40.847952883773104, -73.93074840676006 40.84795442398932, -73.93075200184863 40.84795595248191, -73.93075559812324 40.84795748097511, -73.9307591837282 40.847959006760284, -73.93076023511257 40.847959452234555, -73.93076190641999 40.8479601628256, -73.93085199596003 40.847998381526914, -73.930733178958 40.84816084909592)))",,0,0,Over the Harlem River from West 181st Street (Manhattan) to University Avenue (Bronx),0,Washington Bridge,LP-01222,Too long,,09/14/1982 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1222.pdf
